"MosquitoID","Date.of.Collection","Marker","Size"
"03C-04"," 01/07/2014","D19S433",131.44
"03C-04"," 01/07/2014","D19S433",138.84
"03C-04"," 01/07/2014","D19S433",146.36
"03C-04"," 01/07/2014","D1S1656",194.3
"03C-04"," 01/07/2014","D1S1656",198.22
"03C-04"," 01/07/2014","D21S11",203.62
"03C-04"," 01/07/2014","D21S11",207.67
"03C-04"," 01/07/2014","D21S11",213.65
"03C-04"," 01/07/2014","D22S1045",88.95
"03C-04"," 01/07/2014","D22S1045",98.2
"03C-04"," 01/07/2014","D22S1045",107.61
"03C-04"," 01/07/2014","D2S1338",293.63
"03C-04"," 01/07/2014","D2S1338",313.74
"03C-04"," 01/07/2014","D2S441",87.63
"03C-04"," 01/07/2014","D2S441",91.69
"03C-04"," 01/07/2014","D2S441",99.53
"03C-04"," 01/07/2014","D3S1358",143.55
"03C-04"," 01/07/2014","D3S1358",147.45
"03C-04"," 01/07/2014","D8S1179",153
"03C-04"," 01/07/2014","D8S1179",157.09
"03C-04"," 01/07/2014","FGA",239.57
"03C-04"," 01/07/2014","FGA",258.47
"03C-04"," 01/07/2014","SE33",355.13
"03C-04"," 01/07/2014","SE33",357.1
"03C-04"," 01/07/2014","TH01",192.7
"03C-04"," 01/07/2014","vWA",168.59
"03C-04"," 01/07/2014","vWA",172.52
"03C-05"," 01/07/2014","AMEL",100.58
"03C-05"," 01/07/2014","AMEL",106.42
"03C-05"," 01/07/2014","D10S1248",100.48
"03C-05"," 01/07/2014","D10S1248",104.51
"03C-05"," 01/07/2014","D12S391",240.54
"03C-05"," 01/07/2014","D12S391",248.74
"03C-05"," 01/07/2014","D16S539",244.34
"03C-05"," 01/07/2014","D16S539",252.52
"03C-05"," 01/07/2014","D18S51",296.74
"03C-05"," 01/07/2014","D18S51",300.85
"03C-05"," 01/07/2014","D19S433",138.75
"03C-05"," 01/07/2014","D19S433",146.35
"03C-05"," 01/07/2014","D1S1656",194.25
"03C-05"," 01/07/2014","D21S11",199.55
"03C-05"," 01/07/2014","D21S11",203.57
"03C-05"," 01/07/2014","D22S1045",98.28
"03C-05"," 01/07/2014","D22S1045",101.35
"03C-05"," 01/07/2014","D22S1045",104.51
"03C-05"," 01/07/2014","D2S1338",313.74
"03C-05"," 01/07/2014","D2S1338",317.88
"03C-05"," 01/07/2014","D2S441",87.57
"03C-05"," 01/07/2014","D2S441",91.69
"03C-05"," 01/07/2014","D2S441",99.71
"03C-05"," 01/07/2014","D3S1358",147.37
"03C-05"," 01/07/2014","D3S1358",155.3
"03C-05"," 01/07/2014","D8S1179",140.37
"03C-05"," 01/07/2014","D8S1179",148.84
"03C-05"," 01/07/2014","D8S1179",152.9
"03C-05"," 01/07/2014","D8S1179",157.14
"03C-05"," 01/07/2014","FGA",239.56
"03C-05"," 01/07/2014","FGA",251.13
"03C-05"," 01/07/2014","FGA",254.76
"03C-05"," 01/07/2014","FGA",258.46
"03C-05"," 01/07/2014","SE33",348.75
"03C-05"," 01/07/2014","SE33",355.07
"03C-05"," 01/07/2014","TH01",192.72
"03C-05"," 01/07/2014","vWA",172.55
"03C-05"," 03/09/2014","AMEL",100.57
"03C-05"," 03/09/2014","AMEL",106.45
"03C-05"," 03/09/2014","D10S1248",100.38
"03C-05"," 03/09/2014","D10S1248",104.56
"03C-05"," 03/09/2014","D12S391",240.54
"03C-05"," 03/09/2014","D16S539",244.3
"03C-05"," 03/09/2014","D16S539",248.4
"03C-05"," 03/09/2014","D16S539",252.56
"03C-05"," 03/09/2014","D18S51",296.78
"03C-05"," 03/09/2014","D18S51",300.84
"03C-05"," 03/09/2014","D18S51",321.55
"03C-05"," 03/09/2014","D19S433",138.75
"03C-05"," 03/09/2014","D19S433",146.27
"03C-05"," 03/09/2014","D1S1656",194.24
"03C-05"," 03/09/2014","D1S1656",198.14
"03C-05"," 03/09/2014","D21S11",199.56
"03C-05"," 03/09/2014","D21S11",203.53
"03C-05"," 03/09/2014","D22S1045",98.31
"03C-05"," 03/09/2014","D22S1045",101.43
"03C-05"," 03/09/2014","D22S1045",104.47
"03C-05"," 03/09/2014","D2S1338",313.66
"03C-05"," 03/09/2014","D2S1338",317.88
"03C-05"," 03/09/2014","D2S441",87.65
"03C-05"," 03/09/2014","D2S441",99.72
"03C-05"," 03/09/2014","D3S1358",147.45
"03C-05"," 03/09/2014","D3S1358",155.45
"03C-05"," 03/09/2014","D8S1179",140.45
"03C-05"," 03/09/2014","D8S1179",148.82
"03C-05"," 03/09/2014","D8S1179",153
"03C-05"," 03/09/2014","D8S1179",157.18
"03C-05"," 03/09/2014","FGA",239.57
"03C-05"," 03/09/2014","FGA",251.03
"03C-05"," 03/09/2014","SE33",348.76
"03C-05"," 03/09/2014","SE33",353.14
"03C-05"," 03/09/2014","SE33",355.11
"03C-05"," 03/09/2014","TH01",188.73
"03C-05"," 03/09/2014","TH01",192.64
"03C-05"," 03/09/2014","vWA",172.53
"03C-05"," 03/09/2014","vWA",176.53
"03C-06"," 02/07/2014","AMEL",100.58
"03C-06"," 02/07/2014","D10S1248",104.59
"03C-06"," 02/07/2014","D12S391",236.67
"03C-06"," 02/07/2014","D12S391",240.63
"03C-06"," 02/07/2014","D12S391",248.67
"03C-06"," 02/07/2014","D16S539",244.39
"03C-06"," 02/07/2014","D16S539",248.49
"03C-06"," 02/07/2014","D16S539",252.58
"03C-06"," 02/07/2014","D18S51",296.75
"03C-06"," 02/07/2014","D18S51",300.84
"03C-06"," 02/07/2014","D18S51",321.57
"03C-06"," 02/07/2014","D19S433",138.83
"03C-06"," 02/07/2014","D19S433",146.3
"03C-06"," 02/07/2014","D1S1656",194.27
"03C-06"," 02/07/2014","D1S1656",198.12
"03C-06"," 02/07/2014","D21S11",199.55
"03C-06"," 02/07/2014","D21S11",203.55
"03C-06"," 02/07/2014","D22S1045",98.29
"03C-06"," 02/07/2014","D22S1045",101.34
"03C-06"," 02/07/2014","D22S1045",104.49
"03C-06"," 02/07/2014","D2S1338",317.85
"03C-06"," 02/07/2014","D2S1338",322.09
"03C-06"," 02/07/2014","D2S441",87.64
"03C-06"," 02/07/2014","D2S441",91.73
"03C-06"," 02/07/2014","D2S441",99.72
"03C-06"," 02/07/2014","D3S1358",147.4
"03C-06"," 02/07/2014","D3S1358",155.34
"03C-06"," 02/07/2014","D8S1179",140.46
"03C-06"," 02/07/2014","D8S1179",152.97
"03C-06"," 02/07/2014","D8S1179",157.08
"03C-06"," 02/07/2014","FGA",239.56
"03C-06"," 02/07/2014","FGA",251.03
"03C-06"," 02/07/2014","FGA",254.72
"03C-06"," 02/07/2014","FGA",258.47
"03C-06"," 02/07/2014","SE33",348.71
"03C-06"," 02/07/2014","SE33",353.02
"03C-06"," 02/07/2014","SE33",355
"03C-06"," 02/07/2014","TH01",188.72
"03C-06"," 02/07/2014","TH01",192.66
"03C-06"," 02/07/2014","vWA",172.58
"03C-06"," 02/07/2014","vWA",176.52
"03C-06"," 02/07/2014","vWA",188.63
"03C-08"," 02/07/2014","AMEL",100.58
"03C-08"," 02/07/2014","D10S1248",100.48
"03C-08"," 02/07/2014","D10S1248",104.61
"03C-08"," 02/07/2014","D12S391",240.55
"03C-08"," 02/07/2014","D12S391",248.74
"03C-08"," 02/07/2014","D16S539",244.47
"03C-08"," 02/07/2014","D16S539",248.55
"03C-08"," 02/07/2014","D16S539",252.61
"03C-08"," 02/07/2014","D18S51",296.81
"03C-08"," 02/07/2014","D18S51",308.95
"03C-08"," 02/07/2014","D18S51",321.58
"03C-08"," 02/07/2014","D19S433",138.74
"03C-08"," 02/07/2014","D19S433",146.29
"03C-08"," 02/07/2014","D1S1656",194.32
"03C-08"," 02/07/2014","D1S1656",198.2
"03C-08"," 02/07/2014","D21S11",199.64
"03C-08"," 02/07/2014","D21S11",203.66
"03C-08"," 02/07/2014","D22S1045",98.28
"03C-08"," 02/07/2014","D22S1045",101.35
"03C-08"," 02/07/2014","D22S1045",104.42
"03C-08"," 02/07/2014","D2S1338",317.94
"03C-08"," 02/07/2014","D2S441",87.57
"03C-08"," 02/07/2014","D2S441",91.69
"03C-08"," 02/07/2014","D2S441",99.71
"03C-08"," 02/07/2014","D3S1358",147.31
"03C-08"," 02/07/2014","D3S1358",155.37
"03C-08"," 02/07/2014","D8S1179",148.79
"03C-08"," 02/07/2014","D8S1179",152.96
"03C-08"," 02/07/2014","D8S1179",157.13
"03C-08"," 02/07/2014","FGA",239.65
"03C-08"," 02/07/2014","FGA",251.13
"03C-08"," 02/07/2014","FGA",254.85
"03C-08"," 02/07/2014","SE33",348.79
"03C-08"," 02/07/2014","SE33",352.96
"03C-08"," 02/07/2014","SE33",355.05
"03C-08"," 02/07/2014","TH01",188.8
"03C-08"," 02/07/2014","TH01",192.78
"03C-08"," 02/07/2014","vWA",172.61
"03C-08"," 02/07/2014","vWA",176.58
"03C-08"," 02/07/2014","vWA",188.71
"06F-02"," 26/09/2014","AMEL",100.58
"06F-02"," 26/09/2014","D10S1248",92.3
"06F-02"," 26/09/2014","D12S391",244.66
"06F-02"," 26/09/2014","D12S391",260.09
"06F-02"," 26/09/2014","D16S539",244.39
"06F-02"," 26/09/2014","D16S539",248.49
"06F-02"," 26/09/2014","D16S539",252.49
"06F-02"," 26/09/2014","D18S51",296.68
"06F-02"," 26/09/2014","D18S51",300.84
"06F-02"," 26/09/2014","D18S51",304.91
"06F-02"," 26/09/2014","D18S51",313.14
"06F-02"," 26/09/2014","D19S433",142.57
"06F-02"," 26/09/2014","D1S1656",194.31
"06F-02"," 26/09/2014","D1S1656",198.13
"06F-02"," 26/09/2014","D1S1656",202.11
"06F-02"," 26/09/2014","D21S11",195.64
"06F-02"," 26/09/2014","D21S11",203.6
"06F-02"," 26/09/2014","D21S11",207.65
"06F-02"," 26/09/2014","D21S11",217.76
"06F-02"," 26/09/2014","D22S1045",92.11
"06F-02"," 26/09/2014","D22S1045",104.59
"06F-02"," 26/09/2014","D22S1045",107.62
"06F-02"," 26/09/2014","D2S1338",326.05
"06F-02"," 26/09/2014","D2S1338",330.18
"06F-02"," 26/09/2014","D2S1338",334.21
"06F-02"," 26/09/2014","D2S441",87.64
"06F-02"," 26/09/2014","D3S1358",147.33
"06F-02"," 26/09/2014","D3S1358",155.41
"06F-02"," 26/09/2014","D8S1179",148.8
"06F-02"," 26/09/2014","FGA",251.03
"06F-02"," 26/09/2014","FGA",254.81
"06F-02"," 26/09/2014","SE33",342.75
"06F-02"," 26/09/2014","SE33",365.29
"06F-02"," 26/09/2014","SE33",400.26
"06F-02"," 26/09/2014","SE33",408.48
"06F-02"," 26/09/2014","TH01",192.7
"06F-02"," 26/09/2014","vWA",172.59
"06F-04"," 26/09/2014","AMEL",100.58
"06F-04"," 26/09/2014","D10S1248",92.3
"06F-04"," 26/09/2014","D10S1248",104.59
"06F-04"," 26/09/2014","D12S391",244.75
"06F-04"," 26/09/2014","D12S391",252.49
"06F-04"," 26/09/2014","D12S391",260.09
"06F-04"," 26/09/2014","D16S539",244.39
"06F-04"," 26/09/2014","D16S539",248.49
"06F-04"," 26/09/2014","D18S51",296.75
"06F-04"," 26/09/2014","D18S51",300.85
"06F-04"," 26/09/2014","D18S51",304.92
"06F-04"," 26/09/2014","D18S51",313.14
"06F-04"," 26/09/2014","D19S433",138.83
"06F-04"," 26/09/2014","D19S433",142.57
"06F-04"," 26/09/2014","D1S1656",194.36
"06F-04"," 26/09/2014","D1S1656",198.12
"06F-04"," 26/09/2014","D1S1656",202.13
"06F-04"," 26/09/2014","D21S11",195.62
"06F-04"," 26/09/2014","D21S11",203.64
"06F-04"," 26/09/2014","D21S11",207.63
"06F-04"," 26/09/2014","D21S11",217.71
"06F-04"," 26/09/2014","D22S1045",92.11
"06F-04"," 26/09/2014","D22S1045",104.49
"06F-04"," 26/09/2014","D22S1045",107.53
"06F-04"," 26/09/2014","D2S1338",305.68
"06F-04"," 26/09/2014","D2S1338",326.05
"06F-04"," 26/09/2014","D2S1338",330.09
"06F-04"," 26/09/2014","D2S1338",334.12
"06F-04"," 26/09/2014","D2S441",91.64
"06F-04"," 26/09/2014","D3S1358",147.34
"06F-04"," 26/09/2014","D8S1179",140.55
"06F-04"," 26/09/2014","D8S1179",148.81
"06F-04"," 26/09/2014","D8S1179",157.06
"06F-04"," 26/09/2014","FGA",251.03
"06F-04"," 26/09/2014","FGA",254.81
"06F-04"," 26/09/2014","FGA",262.17
"06F-04"," 26/09/2014","SE33",342.76
"06F-04"," 26/09/2014","SE33",365.29
"06F-04"," 26/09/2014","SE33",400.26
"06F-04"," 26/09/2014","SE33",408.4
"06F-04"," 26/09/2014","TH01",192.75
"06F-04"," 26/09/2014","vWA",172.49
"06F-04"," 26/09/2014","vWA",176.61
"06F-05"," 24/09/2014","AMEL",100.57
"06F-05"," 24/09/2014","D10S1248",92.18
"06F-05"," 24/09/2014","D10S1248",100.38
"06F-05"," 24/09/2014","D10S1248",104.47
"06F-05"," 24/09/2014","D12S391",244.71
"06F-05"," 24/09/2014","D12S391",252.47
"06F-05"," 24/09/2014","D12S391",260.09
"06F-05"," 24/09/2014","D16S539",244.35
"06F-05"," 24/09/2014","D16S539",248.5
"06F-05"," 24/09/2014","D18S51",296.69
"06F-05"," 24/09/2014","D18S51",300.75
"06F-05"," 24/09/2014","D18S51",304.79
"06F-05"," 24/09/2014","D18S51",313.06
"06F-05"," 24/09/2014","D19S433",138.75
"06F-05"," 24/09/2014","D19S433",142.53
"06F-05"," 24/09/2014","D1S1656",194.33
"06F-05"," 24/09/2014","D1S1656",198.14
"06F-05"," 24/09/2014","D1S1656",202.1
"06F-05"," 24/09/2014","D21S11",195.57
"06F-05"," 24/09/2014","D21S11",203.59
"06F-05"," 24/09/2014","D21S11",207.61
"06F-05"," 24/09/2014","D21S11",217.71
"06F-05"," 24/09/2014","D22S1045",92.09
"06F-05"," 24/09/2014","D22S1045",104.56
"06F-05"," 24/09/2014","D22S1045",107.58
"06F-05"," 24/09/2014","D2S1338",305.56
"06F-05"," 24/09/2014","D2S1338",326.03
"06F-05"," 24/09/2014","D2S1338",330.06
"06F-05"," 24/09/2014","D2S1338",334.06
"06F-05"," 24/09/2014","D2S441",87.56
"06F-05"," 24/09/2014","D2S441",91.62
"06F-05"," 24/09/2014","D3S1358",147.33
"06F-05"," 24/09/2014","D8S1179",140.63
"06F-05"," 24/09/2014","D8S1179",148.87
"06F-05"," 24/09/2014","D8S1179",157.1
"06F-05"," 24/09/2014","FGA",250.94
"06F-05"," 24/09/2014","FGA",254.68
"06F-05"," 24/09/2014","FGA",262.06
"06F-05"," 24/09/2014","SE33",342.75
"06F-05"," 24/09/2014","SE33",365.38
"06F-05"," 24/09/2014","SE33",400.26
"06F-05"," 24/09/2014","SE33",408.45
"06F-05"," 24/09/2014","TH01",192.64
"06F-05"," 24/09/2014","vWA",172.47
"06F-05"," 24/09/2014","vWA",176.55
"06F-07"," 25/09/2014","AMEL",100.67
"06F-07"," 25/09/2014","AMEL",106.45
"06F-07"," 25/09/2014","D10S1248",100.005
"06F-07"," 25/09/2014","D12S391",243.59
"06F-07"," 25/09/2014","D12S391",251.54
"06F-07"," 25/09/2014","D16S539",244.39
"06F-07"," 25/09/2014","D18S51",296.71
"06F-07"," 25/09/2014","D18S51",304.79
"06F-07"," 25/09/2014","D18S51",313.05
"06F-07"," 25/09/2014","D19S433",138.83
"06F-07"," 25/09/2014","D19S433",142.55
"06F-07"," 25/09/2014","D19S433",148.28
"06F-07"," 25/09/2014","D1S1656",186.36
"06F-07"," 25/09/2014","D1S1656",193.32
"06F-07"," 25/09/2014","D1S1656",198.13
"06F-07"," 25/09/2014","D1S1656",202.12
"06F-07"," 25/09/2014","D21S11",195.55
"06F-07"," 25/09/2014","D21S11",203.62
"06F-07"," 25/09/2014","D21S11",217.71
"06F-07"," 25/09/2014","D22S1045",89.03
"06F-07"," 25/09/2014","D22S1045",92.16
"06F-07"," 25/09/2014","D22S1045",104.57
"06F-07"," 25/09/2014","D22S1045",107.58
"06F-07"," 25/09/2014","D2S1338",305.55
"06F-07"," 25/09/2014","D2S1338",330.15
"06F-07"," 25/09/2014","D2S1338",334.24
"06F-07"," 25/09/2014","D2S441",87.61
"06F-07"," 25/09/2014","D2S441",91.68
"06F-07"," 25/09/2014","D2S441",99.72
"06F-07"," 25/09/2014","D3S1358",147.37
"06F-07"," 25/09/2014","D3S1358",155.46
"06F-07"," 25/09/2014","D8S1179",140.64
"06F-07"," 25/09/2014","D8S1179",148.82
"06F-07"," 25/09/2014","D8S1179",157.09
"06F-07"," 25/09/2014","FGA",250.09
"06F-07"," 25/09/2014","FGA",261.21
"06F-07"," 25/09/2014","SE33",342.83
"06F-07"," 25/09/2014","SE33",365.25
"06F-07"," 25/09/2014","SE33",377.54
"06F-07"," 25/09/2014","TH01",192.7
"06F-07"," 25/09/2014","vWA",172.52
"06F-07"," 25/09/2014","vWA",176.62
"06F-08"," 26/09/2014","AMEL",100.57
"06F-08"," 26/09/2014","D10S1248",92.28
"06F-08"," 26/09/2014","D10S1248",104.57
"06F-08"," 26/09/2014","D10S1248",112.69
"06F-08"," 26/09/2014","D12S391",244.61
"06F-08"," 26/09/2014","D12S391",260.09
"06F-08"," 26/09/2014","D12S391",268.02
"06F-08"," 26/09/2014","D16S539",248.48
"06F-08"," 26/09/2014","D16S539",252.52
"06F-08"," 26/09/2014","D18S51",300.85
"06F-08"," 26/09/2014","D18S51",304.85
"06F-08"," 26/09/2014","D18S51",313.13
"06F-08"," 26/09/2014","D19S433",142.57
"06F-08"," 26/09/2014","D1S1656",194.34
"06F-08"," 26/09/2014","D1S1656",202.14
"06F-08"," 26/09/2014","D21S11",199.55
"06F-08"," 26/09/2014","D21S11",207.67
"06F-08"," 26/09/2014","D21S11",211.68
"06F-08"," 26/09/2014","D21S11",217.76
"06F-08"," 26/09/2014","D22S1045",92.19
"06F-08"," 26/09/2014","D22S1045",104.48
"06F-08"," 26/09/2014","D22S1045",107.61
"06F-08"," 26/09/2014","D2S1338",322.1
"06F-08"," 26/09/2014","D2S1338",326.12
"06F-08"," 26/09/2014","D2S1338",330.2
"06F-08"," 26/09/2014","D2S441",87.59
"06F-08"," 26/09/2014","D3S1358",147.34
"06F-08"," 26/09/2014","D3S1358",155.41
"06F-08"," 26/09/2014","D8S1179",148.81
"06F-08"," 26/09/2014","FGA",247.22
"06F-08"," 26/09/2014","FGA",251.04
"06F-08"," 26/09/2014","FGA",254.76
"06F-08"," 26/09/2014","SE33",365.25
"06F-08"," 26/09/2014","SE33",373.44
"06F-08"," 26/09/2014","SE33",400.17
"06F-08"," 26/09/2014","SE33",408.38
"06F-08"," 26/09/2014","TH01",192.63
"06F-08"," 26/09/2014","TH01",200.62
"06F-08"," 26/09/2014","vWA",168.49
"06F-08"," 26/09/2014","vWA",172.54
"06F-10"," 24/09/2014","AMEL",100.56
"06F-10"," 24/09/2014","D10S1248",100.37
"06F-10"," 24/09/2014","D10S1248",104.36
"06F-10"," 24/09/2014","D12S391",244.53
"06F-10"," 24/09/2014","D12S391",252.45
"06F-10"," 24/09/2014","D12S391",260
"06F-10"," 24/09/2014","D16S539",244.27
"06F-10"," 24/09/2014","D16S539",248.35
"06F-10"," 24/09/2014","D16S539",252.37
"06F-10"," 24/09/2014","D18S51",296.66
"06F-10"," 24/09/2014","D18S51",300.74
"06F-10"," 24/09/2014","D18S51",304.79
"06F-10"," 24/09/2014","D18S51",313.07
"06F-10"," 24/09/2014","D19S433",138.61
"06F-10"," 24/09/2014","D19S433",142.41
"06F-10"," 24/09/2014","D1S1656",194.34
"06F-10"," 24/09/2014","D1S1656",198.09
"06F-10"," 24/09/2014","D1S1656",202.15
"06F-10"," 24/09/2014","D21S11",195.48
"06F-10"," 24/09/2014","D21S11",203.43
"06F-10"," 24/09/2014","D21S11",207.47
"06F-10"," 24/09/2014","D21S11",217.57
"06F-10"," 24/09/2014","D22S1045",92.05
"06F-10"," 24/09/2014","D22S1045",104.45
"06F-10"," 24/09/2014","D22S1045",107.5
"06F-10"," 24/09/2014","D2S1338",305.45
"06F-10"," 24/09/2014","D2S1338",325.93
"06F-10"," 24/09/2014","D2S1338",329.98
"06F-10"," 24/09/2014","D2S1338",334
"06F-10"," 24/09/2014","D2S441",87.51
"06F-10"," 24/09/2014","D2S441",91.59
"06F-10"," 24/09/2014","D3S1358",147.32
"06F-10"," 24/09/2014","D3S1358",155.44
"06F-10"," 24/09/2014","D8S1179",140.54
"06F-10"," 24/09/2014","D8S1179",148.83
"06F-10"," 24/09/2014","D8S1179",157.14
"06F-10"," 24/09/2014","FGA",250.85
"06F-10"," 24/09/2014","FGA",254.56
"06F-10"," 24/09/2014","FGA",262.03
"06F-10"," 24/09/2014","SE33",342.78
"06F-10"," 24/09/2014","SE33",365.37
"06F-10"," 24/09/2014","SE33",400.34
"06F-10"," 24/09/2014","SE33",408.6
"06F-10"," 24/09/2014","TH01",192.6
"06F-10"," 24/09/2014","vWA",172.43
"06F-11"," 24/09/2014","AMEL",100.58
"06F-11"," 24/09/2014","D10S1248",100.39
"06F-11"," 24/09/2014","D10S1248",104.51
"06F-11"," 24/09/2014","D12S391",244.66
"06F-11"," 24/09/2014","D12S391",252.58
"06F-11"," 24/09/2014","D16S539",244.39
"06F-11"," 24/09/2014","D18S51",296.67
"06F-11"," 24/09/2014","D18S51",300.84
"06F-11"," 24/09/2014","D18S51",304.82
"06F-11"," 24/09/2014","D18S51",313.05
"06F-11"," 24/09/2014","D19S433",138.74
"06F-11"," 24/09/2014","D19S433",142.48
"06F-11"," 24/09/2014","D1S1656",194.27
"06F-11"," 24/09/2014","D1S1656",198.12
"06F-11"," 24/09/2014","D21S11",195.52
"06F-11"," 24/09/2014","D21S11",203.54
"06F-11"," 24/09/2014","D21S11",207.53
"06F-11"," 24/09/2014","D21S11",217.67
"06F-11"," 24/09/2014","D22S1045",92.14
"06F-11"," 24/09/2014","D22S1045",104.51
"06F-11"," 24/09/2014","D22S1045",107.64
"06F-11"," 24/09/2014","D2S1338",305.58
"06F-11"," 24/09/2014","D2S1338",326.07
"06F-11"," 24/09/2014","D2S1338",330.12
"06F-11"," 24/09/2014","D2S1338",334.23
"06F-11"," 24/09/2014","D2S441",87.59
"06F-11"," 24/09/2014","D2S441",91.66
"06F-11"," 24/09/2014","D3S1358",147.34
"06F-11"," 24/09/2014","D8S1179",140.55
"06F-11"," 24/09/2014","D8S1179",148.81
"06F-11"," 24/09/2014","D8S1179",157.16
"06F-11"," 24/09/2014","FGA",250.95
"06F-11"," 24/09/2014","FGA",254.64
"06F-11"," 24/09/2014","FGA",262.08
"06F-11"," 24/09/2014","SE33",342.76
"06F-11"," 24/09/2014","SE33",365.31
"06F-11"," 24/09/2014","SE33",400.26
"06F-11"," 24/09/2014","TH01",192.66
"06F-11"," 24/09/2014","vWA",172.53
"06F-11"," 24/09/2014","vWA",176.62
"07G-02"," 01/07/2014","AMEL",100.58
"07G-02"," 01/07/2014","AMEL",106.49
"07G-02"," 01/07/2014","D10S1248",104.59
"07G-02"," 01/07/2014","D10S1248",112.69
"07G-02"," 01/07/2014","D12S391",232.71
"07G-02"," 01/07/2014","D12S391",256.31
"07G-02"," 01/07/2014","D16S539",248.4
"07G-02"," 01/07/2014","D16S539",252.43
"07G-02"," 01/07/2014","D16S539",256.48
"07G-02"," 01/07/2014","D18S51",296.75
"07G-02"," 01/07/2014","D18S51",300.76
"07G-02"," 01/07/2014","D19S433",135.09
"07G-02"," 01/07/2014","D19S433",146.33
"07G-02"," 01/07/2014","D1S1656",194.28
"07G-02"," 01/07/2014","D1S1656",198.21
"07G-02"," 01/07/2014","D21S11",199.55
"07G-02"," 01/07/2014","D21S11",207.56
"07G-02"," 01/07/2014","D21S11",217.67
"07G-02"," 01/07/2014","D22S1045",88.97
"07G-02"," 01/07/2014","D22S1045",101.34
"07G-02"," 01/07/2014","D2S1338",297.6
"07G-02"," 01/07/2014","D2S1338",301.6
"07G-02"," 01/07/2014","D2S1338",326.07
"07G-02"," 01/07/2014","D2S441",87.64
"07G-02"," 01/07/2014","D2S441",99.72
"07G-02"," 01/07/2014","D3S1358",146.925
"07G-02"," 01/07/2014","D8S1179",148.81
"07G-02"," 01/07/2014","D8S1179",153.03
"07G-02"," 01/07/2014","FGA",239.57
"07G-02"," 01/07/2014","FGA",251.04
"07G-02"," 01/07/2014","FGA",254.76
"07G-02"," 01/07/2014","SE33",357.14
"07G-02"," 01/07/2014","SE33",369.44
"07G-02"," 01/07/2014","SE33",385.8
"07G-02"," 01/07/2014","TH01",192.67
"07G-02"," 01/07/2014","TH01",196.69
"07G-02"," 01/07/2014","vWA",168.51
"07G-02"," 02/09/2014","AMEL",100.57
"07G-02"," 02/09/2014","D10S1248",92.25
"07G-02"," 02/09/2014","D10S1248",96.32
"07G-02"," 02/09/2014","D12S391",232.84
"07G-02"," 02/09/2014","D18S51",296.69
"07G-02"," 02/09/2014","D18S51",300.68
"07G-02"," 02/09/2014","D19S433",135.08
"07G-02"," 02/09/2014","D19S433",146.28
"07G-02"," 02/09/2014","D19S433",152.1
"07G-02"," 02/09/2014","D1S1656",194.22
"07G-02"," 02/09/2014","D1S1656",198.31
"07G-02"," 02/09/2014","D21S11",199.56
